Lower Super Output Area,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01001217,Ealing 014A,E09000009,Ealing,"£37,813","£29,473"
E01001218,Ealing 012A,E09000009,Ealing,"£29,870","£23,303"
E01001219,Ealing 029A,E09000009,Ealing,"£26,289","£20,521"
E01001220,Ealing 029B,E09000009,Ealing,"£24,211","£18,907"
E01001221,Ealing 020A,E09000009,Ealing,"£53,002","£41,317"
E01001222,Ealing 019A,E09000009,Ealing,"£45,791","£35,691"
E01001223,Ealing 020B,E09000009,Ealing,"£73,162","£57,045"
E01001224,Ealing 019B,E09000009,Ealing,"£81,957","£63,907"
E01001225,Ealing 020C,E09000009,Ealing,"£63,465","£49,480"
E01001226,Ealing 019C,E09000009,Ealing,"£62,043","£48,370"
E01001227,Ealing 019D,E09000009,Ealing,"£75,354","£58,756"
E01001228,Ealing 019E,E09000009,Ealing,"£61,027","£47,578"
E01001229,Ealing 031A,E09000009,Ealing,"£36,907","£28,770"
E01001230,Ealing 031B,E09000009,Ealing,"£70,197","£54,732"
E01001231,Ealing 027A,E09000009,Ealing,"£61,964","£48,309"
E01001232,Ealing 031C,E09000009,Ealing,"£50,825","£39,618"
E01001233,Ealing 031D,E09000009,Ealing,"£46,055","£35,897"
E01001234,Ealing 027B,E09000009,Ealing,"£51,875","£40,437"
E01001235,Ealing 020D,E09000009,Ealing,"£69,384","£54,098"
E01001236,Ealing 020E,E09000009,Ealing,"£59,805","£46,625"
E01001237,Ealing 031E,E09000009,Ealing,"£71,427","£55,692"
E01001238,Ealing 015B,E09000009,Ealing,"£35,375","£27,579"
E01001239,Ealing 015C,E09000009,Ealing,"£34,404","£26,825"
E01001240,Ealing 024A,E09000009,Ealing,"£35,900","£27,987"
E01001241,Ealing 024B,E09000009,Ealing,"£38,572","£30,063"
E01001242,Ealing 024C,E09000009,Ealing,"£41,178","£32,092"
E01001243,Ealing 024D,E09000009,Ealing,"£35,664","£27,804"
E01001244,Ealing 024E,E09000009,Ealing,"£34,151","£26,628"
E01001245,Ealing 024F,E09000009,Ealing,"£49,435","£38,534"
E01001246,Ealing 015D,E09000009,Ealing,"£34,735","£27,083"
E01001247,Ealing 015E,E09000009,Ealing,"£38,457","£29,974"
E01001248,Ealing 035A,E09000009,Ealing,"£46,979","£36,618"
E01001249,Ealing 028A,E09000009,Ealing,"£34,340","£26,775"
E01001250,Ealing 028B,E09000009,Ealing,"£35,470","£27,653"
E01001251,Ealing 030A,E09000009,Ealing,"£49,331","£38,453"
E01001252,Ealing 030B,E09000009,Ealing,"£39,945","£31,129"
E01001253,Ealing 030C,E09000009,Ealing,"£45,282","£35,294"
E01001254,Ealing 030D,E09000009,Ealing,"£53,791","£41,932"
E01001255,Ealing 028C,E09000009,Ealing,"£61,247","£47,749"
E01001257,Ealing 008A,E09000009,Ealing,"£26,822","£20,936"
E01001258,Ealing 010B,E09000009,Ealing,"£36,881","£28,749"
E01001259,Ealing 014B,E09000009,Ealing,"£35,655","£27,797"
E01001260,Ealing 012B,E09000009,Ealing,"£37,732","£29,410"
E01001261,Ealing 012C,E09000009,Ealing,"£35,030","£27,312"
E01001262,Ealing 010C,E09000009,Ealing,"£32,905","£25,661"
E01001263,Ealing 010D,E09000009,Ealing,"£32,198","£25,112"
E01001264,Ealing 010E,E09000009,Ealing,"£34,628","£26,999"
E01001265,Ealing 006A,E09000009,Ealing,"£37,067","£28,894"
E01001266,Ealing 006B,E09000009,Ealing,"£42,090","£32,803"
E01001267,Ealing 006C,E09000009,Ealing,"£33,885","£26,422"
E01001268,Ealing 012D,E09000009,Ealing,"£47,364","£36,918"
E01001269,Ealing 001A,E09000009,Ealing,"£39,900","£31,095"
E01001270,Ealing 004A,E09000009,Ealing,"£42,115","£32,823"
E01001271,Ealing 001B,E09000009,Ealing,"£38,081","£29,682"
E01001272,Ealing 006D,E09000009,Ealing,"£41,576","£32,402"
E01001273,Ealing 020F,E09000009,Ealing,"£72,530","£56,552"
E01001274,Ealing 020G,E09000009,Ealing,"£65,552","£51,108"
E01001275,Ealing 020H,E09000009,Ealing,"£57,276","£44,651"
E01001276,Ealing 011A,E09000009,Ealing,"£39,705","£30,943"
E01001277,Ealing 011B,E09000009,Ealing,"£47,003","£36,636"
E01001278,Ealing 011C,E09000009,Ealing,"£46,949","£36,594"
E01001279,Ealing 013C,E09000009,Ealing,"£79,981","£62,365"
E01001280,Ealing 011D,E09000009,Ealing,"£58,153","£45,336"
E01001281,Ealing 013D,E09000009,Ealing,"£77,924","£60,760"
E01001282,Ealing 016B,E09000009,Ealing,"£33,145","£25,847"
E01001283,Ealing 016C,E09000009,Ealing,"£31,562","£24,617"
E01001284,Ealing 022A,E09000009,Ealing,"£51,339","£40,019"
E01001285,Ealing 016D,E09000009,Ealing,"£39,002","£30,397"
E01001286,Ealing 016E,E09000009,Ealing,"£38,284","£29,839"
E01001287,Ealing 016F,E09000009,Ealing,"£34,208","£26,673"
E01001288,Ealing 022B,E09000009,Ealing,"£52,351","£40,809"
E01001289,Ealing 022C,E09000009,Ealing,"£53,541","£41,737"
E01001290,Ealing 022D,E09000009,Ealing,"£52,628","£41,025"
E01001291,Ealing 014C,E09000009,Ealing,"£35,536","£27,704"
E01001292,Ealing 014D,E09000009,Ealing,"£39,910","£31,102"
E01001293,Ealing 014E,E09000009,Ealing,"£35,250","£27,483"
E01001294,Ealing 017A,E09000009,Ealing,"£34,745","£27,090"
E01001295,Ealing 017B,E09000009,Ealing,"£36,106","£28,147"
E01001296,Ealing 017C,E09000009,Ealing,"£33,870","£26,410"
E01001297,Ealing 017D,E09000009,Ealing,"£33,488","£26,113"
E01001298,Ealing 017E,E09000009,Ealing,"£31,426","£24,512"
E01001299,Ealing 035B,E09000009,Ealing,"£63,157","£49,240"
E01001300,Ealing 039A,E09000009,Ealing,"£71,862","£56,031"
E01001301,Ealing 039B,E09000009,Ealing,"£52,402","£40,849"
E01001302,Ealing 039C,E09000009,Ealing,"£61,093","£47,629"
E01001303,Ealing 032A,E09000009,Ealing,"£69,362","£54,080"
E01001304,Ealing 039D,E09000009,Ealing,"£59,955","£46,742"
E01001305,Ealing 035C,E09000009,Ealing,"£69,485","£54,176"
E01001306,Ealing 035D,E09000009,Ealing,"£65,816","£51,314"
E01001307,Ealing 002A,E09000009,Ealing,"£43,555","£33,946"
E01001308,Ealing 002B,E09000009,Ealing,"£46,998","£36,633"
E01001309,Ealing 001C,E09000009,Ealing,"£39,331","£30,652"
E01001310,Ealing 001D,E09000009,Ealing,"£38,478","£29,990"
E01001311,Ealing 001E,E09000009,Ealing,"£32,888","£25,648"
E01001312,Ealing 002C,E09000009,Ealing,"£39,056","£30,439"
E01001313,Ealing 002D,E09000009,Ealing,"£41,841","£32,609"
E01001314,Ealing 002E,E09000009,Ealing,"£43,602","£33,983"
E01001315,Ealing 003A,E09000009,Ealing,"£37,643","£29,341"
E01001316,Ealing 003B,E09000009,Ealing,"£30,863","£24,075"
E01001317,Ealing 003C,E09000009,Ealing,"£34,460","£26,869"
E01001318,Ealing 003D,E09000009,Ealing,"£31,951","£24,920"
E01001319,Ealing 004B,E09000009,Ealing,"£38,752","£30,203"
E01001320,Ealing 003E,E09000009,Ealing,"£27,589","£21,531"
E01001321,Ealing 003F,E09000009,Ealing,"£36,184","£28,208"
E01001322,Ealing 004C,E09000009,Ealing,"£38,765","£30,213"
E01001323,Ealing 004D,E09000009,Ealing,"£37,765","£29,436"
E01001324,Ealing 008B,E09000009,Ealing,"£34,724","£27,074"
E01001325,Ealing 009A,E09000009,Ealing,"£34,182","£26,653"
E01001326,Ealing 008C,E09000009,Ealing,"£31,457","£24,536"
E01001327,Ealing 009B,E09000009,Ealing,"£33,533","£26,149"
E01001328,Ealing 009C,E09000009,Ealing,"£30,506","£23,797"
E01001329,Ealing 009D,E09000009,Ealing,"£34,636","£27,005"
E01001330,Ealing 008D,E09000009,Ealing,"£26,943","£21,030"
E01001331,Ealing 009E,E09000009,Ealing,"£28,054","£21,892"
E01001332,Ealing 008E,E09000009,Ealing,"£29,098","£22,703"
E01001333,Ealing 038A,E09000009,Ealing,"£27,189","£21,220"
E01001334,Ealing 029C,E09000009,Ealing,"£24,187","£18,889"
E01001335,Ealing 038B,E09000009,Ealing,"£44,129","£34,394"
E01001336,Ealing 038C,E09000009,Ealing,"£35,159","£27,412"
E01001337,Ealing 029D,E09000009,Ealing,"£34,143","£26,623"
E01001338,Ealing 029E,E09000009,Ealing,"£33,389","£26,037"
E01001339,Ealing 029F,E09000009,Ealing,"£30,946","£24,139"
E01001340,Ealing 029G,E09000009,Ealing,"£35,406","£27,603"
E01001341,Ealing 005A,E09000009,Ealing,"£38,666","£30,136"
E01001342,Ealing 005B,E09000009,Ealing,"£38,181","£29,759"
E01001343,Ealing 005C,E09000009,Ealing,"£40,782","£31,783"
E01001344,Ealing 007A,E09000009,Ealing,"£38,703","£30,165"
E01001345,Ealing 005D,E09000009,Ealing,"£35,366","£27,573"
E01001346,Ealing 007B,E09000009,Ealing,"£43,181","£33,655"
E01001347,Ealing 007C,E09000009,Ealing,"£40,564","£31,613"
E01001348,Ealing 007D,E09000009,Ealing,"£44,017","£34,307"
E01001349,Ealing 006E,E09000009,Ealing,"£36,728","£28,631"
E01001350,Ealing 027C,E09000009,Ealing,"£55,427","£43,208"
E01001351,Ealing 025E,E09000009,Ealing,"£38,254","£29,816"
E01001352,Ealing 027D,E09000009,Ealing,"£56,974","£44,416"
E01001353,Ealing 033A,E09000009,Ealing,"£38,510","£30,015"
E01001354,Ealing 027E,E09000009,Ealing,"£57,155","£44,557"
E01001355,Ealing 033B,E09000009,Ealing,"£40,530","£31,586"
E01001356,Ealing 033C,E09000009,Ealing,"£25,399","£19,830"
E01001357,Ealing 033D,E09000009,Ealing,"£30,797","£24,023"
E01001358,Ealing 033E,E09000009,Ealing,"£25,041","£19,552"
E01001359,Ealing 026A,E09000009,Ealing,"£29,619","£23,108"
E01001360,Ealing 026B,E09000009,Ealing,"£32,255","£25,156"
E01001361,Ealing 023E,E09000009,Ealing,"£29,786","£23,238"
E01001362,Ealing 026C,E09000009,Ealing,"£29,925","£23,346"
E01001363,Ealing 026D,E09000009,Ealing,"£28,965","£22,600"
E01001364,Ealing 026E,E09000009,Ealing,"£27,400","£21,384"
E01001365,Ealing 026F,E09000009,Ealing,"£30,629","£23,892"
E01001366,Ealing 037A,E09000009,Ealing,"£28,850","£22,511"
E01001367,Ealing 037B,E09000009,Ealing,"£26,042","£20,329"
E01001368,Ealing 037C,E09000009,Ealing,"£30,616","£23,882"
E01001369,Ealing 038D,E09000009,Ealing,"£28,431","£22,185"
E01001370,Ealing 037D,E09000009,Ealing,"£30,379","£23,698"
E01001371,Ealing 037E,E09000009,Ealing,"£28,060","£21,897"
E01001372,Ealing 037F,E09000009,Ealing,"£28,648","£22,354"
E01001373,Ealing 037G,E09000009,Ealing,"£28,345","£22,119"
E01001374,Ealing 040A,E09000009,Ealing,"£59,211","£46,161"
E01001375,Ealing 034A,E09000009,Ealing,"£84,138","£65,609"
E01001376,Ealing 040B,E09000009,Ealing,"£47,389","£36,937"
E01001377,Ealing 034B,E09000009,Ealing,"£85,355","£66,558"
E01001379,Ealing 034C,E09000009,Ealing,"£83,453","£65,074"
E01001380,Ealing 040C,E09000009,Ealing,"£66,431","£51,794"
E01001381,Ealing 034D,E09000009,Ealing,"£47,822","£37,276"
E01001382,Ealing 032B,E09000009,Ealing,"£76,556","£59,693"
E01001383,Ealing 028D,E09000009,Ealing,"£59,967","£46,751"
E01001384,Ealing 032C,E09000009,Ealing,"£61,765","£48,153"
E01001385,Ealing 032D,E09000009,Ealing,"£67,441","£52,582"
E01001386,Ealing 031F,E09000009,Ealing,"£75,633","£58,973"
E01001387,Ealing 032E,E09000009,Ealing,"£59,576","£46,446"
E01001388,Ealing 028E,E09000009,Ealing,"£39,173","£30,530"
E01001389,Ealing 028F,E09000009,Ealing,"£48,235","£37,597"
E01032572,Ealing 040D,E09000009,Ealing,"£64,901","£50,600"
E01032743,Ealing 010F,E09000009,Ealing,"£34,632","£27,002"
E01032744,Ealing 010G,E09000009,Ealing,"£31,908","£24,886"
E01001390,Enfield 036A,E09000010,Enfield,"£51,020","£40,471"
E01001391,Enfield 036B,E09000010,Enfield,"£34,860","£27,643"
E01001392,Enfield 032A,E09000010,Enfield,"£52,413","£41,577"
E01001393,Enfield 036C,E09000010,Enfield,"£42,853","£33,984"
E01001394,Enfield 035A,E09000010,Enfield,"£32,963","£26,151"
E01001395,Enfield 035B,E09000010,Enfield,"£31,539","£25,031"
E01001396,Enfield 036D,E09000010,Enfield,"£37,513","£29,744"
E01001397,Enfield 035C,E09000010,Enfield,"£33,909","£26,895"
E01001398,Enfield 021A,E09000010,Enfield,"£59,394","£47,121"
E01001399,Enfield 021B,E09000010,Enfield,"£54,055","£42,881"
E01001400,Enfield 021C,E09000010,Enfield,"£54,283","£43,062"
E01001401,Enfield 016A,E09000010,Enfield,"£46,840","£37,151"
E01001402,Enfield 021D,E09000010,Enfield,"£57,398","£45,536"
E01001403,Enfield 021E,E09000010,Enfield,"£43,604","£34,581"
E01001404,Enfield 026A,E09000010,Enfield,"£42,548","£33,743"
E01001405,Enfield 015A,E09000010,Enfield,"£49,330","£39,128"
E01001406,Enfield 015B,E09000010,Enfield,"£39,670","£31,457"
E01001407,Enfield 005A,E09000010,Enfield,"£42,543","£33,739"
E01001408,Enfield 004A,E09000010,Enfield,"£49,024","£38,886"
E01001409,Enfield 005B,E09000010,Enfield,"£31,589","£25,070"
E01001410,Enfield 005C,E09000010,Enfield,"£27,378","£21,758"
E01001411,Enfield 004B,E09000010,Enfield,"£48,066","£38,125"
E01001412,Enfield 004C,E09000010,Enfield,"£40,424","£32,055"
E01001413,Enfield 004D,E09000010,Enfield,"£58,936","£46,758"
E01001414,Enfield 004E,E09000010,Enfield,"£28,477","£22,623"
E01001415,Enfield 011A,E09000010,Enfield,"£44,948","£35,648"
E01001416,Enfield 013A,E09000010,Enfield,"£66,949","£53,121"
E01001417,Enfield 011B,E09000010,Enfield,"£81,822","£64,933"
E01001418,Enfield 011C,E09000010,Enfield,"£45,929","£36,427"
E01001419,Enfield 020A,E09000010,Enfield,"£47,692","£37,828"
E01001420,Enfield 020B,E09000010,Enfield,"£36,250","£28,741"
E01001421,Enfield 020C,E09000010,Enfield,"£33,437","£26,524"
E01001422,Enfield 011D,E09000010,Enfield,"£91,062","£72,271"
E01001423,Enfield 027A,E09000010,Enfield,"£30,933","£24,554"
E01001424,Enfield 030A,E09000010,Enfield,"£27,255","£21,662"
E01001425,Enfield 027B,E09000010,Enfield,"£24,354","£19,380"
E01001426,Enfield 030B,E09000010,Enfield,"£27,204","£21,621"
E01001427,Enfield 030C,E09000010,Enfield,"£23,358","£18,596"
E01001428,Enfield 027C,E09000010,Enfield,"£28,248","£22,443"
E01001429,Enfield 030D,E09000010,Enfield,"£23,911","£19,032"
E01001430,Enfield 030E,E09000010,Enfield,"£22,402","£17,845"
E01001431,Enfield 033A,E09000010,Enfield,"£26,573","£21,125"
E01001432,Enfield 033B,E09000010,Enfield,"£27,668","£21,987"
E01001433,Enfield 007A,E09000010,Enfield,"£28,296","£22,480"
E01001434,Enfield 007B,E09000010,Enfield,"£32,133","£25,498"
E01001435,Enfield 007C,E09000010,Enfield,"£33,130","£26,282"
E01001436,Enfield 007D,E09000010,Enfield,"£33,049","£26,219"
E01001437,Enfield 014A,E09000010,Enfield,"£27,448","£21,814"
E01001438,Enfield 007E,E09000010,Enfield,"£30,622","£24,310"
E01001439,Enfield 006A,E09000010,Enfield,"£26,485","£21,056"
E01001440,Enfield 012A,E09000010,Enfield,"£30,908","£24,534"
E01001441,Enfield 006B,E09000010,Enfield,"£27,163","£21,589"
E01001442,Enfield 002A,E09000010,Enfield,"£24,705","£19,656"
E01001444,Enfield 001A,E09000010,Enfield,"£33,114","£26,270"
E01001445,Enfield 003B,E09000010,Enfield,"£32,626","£25,885"
E01001446,Enfield 001B,E09000010,Enfield,"£30,975","£24,588"
E01001447,Enfield 003C,E09000010,Enfield,"£27,613","£21,943"
E01001448,Enfield 003D,E09000010,Enfield,"£30,122","£23,917"
E01001449,Enfield 003E,E09000010,Enfield,"£31,212","£24,773"
E01001450,Enfield 015C,E09000010,Enfield,"£40,627","£32,216"
E01001451,Enfield 017A,E09000010,Enfield,"£56,302","£44,665"
E01001452,Enfield 017B,E09000010,Enfield,"£69,373","£55,046"
E01001453,Enfield 017C,E09000010,Enfield,"£62,997","£49,982"
E01001454,Enfield 017D,E09000010,Enfield,"£65,051","£51,614"
E01001455,Enfield 021F,E09000010,Enfield,"£53,284","£42,268"
E01001456,Enfield 022A,E09000010,Enfield,"£71,720","£56,910"
E01001457,Enfield 010A,E09000010,Enfield,"£55,860","£44,314"
E01001458,Enfield 037A,E09000010,Enfield,"£24,650","£19,612"
E01001459,Enfield 024A,E09000010,Enfield,"£32,626","£25,886"
E01001460,Enfield 024B,E09000010,Enfield,"£28,031","£22,272"
E01001461,Enfield 027D,E09000010,Enfield,"£26,062","£20,723"
E01001462,Enfield 024C,E09000010,Enfield,"£30,183","£23,964"
E01001463,Enfield 031A,E09000010,Enfield,"£33,232","£26,362"
E01001464,Enfield 027E,E09000010,Enfield,"£28,755","£22,841"
E01001465,Enfield 031B,E09000010,Enfield,"£33,470","£26,550"
E01001466,Enfield 031C,E09000010,Enfield,"£29,366","£23,321"
E01001467,Enfield 031D,E09000010,Enfield,"£31,432","£24,947"
E01001468,Enfield 010B,E09000010,Enfield,"£56,793","£45,056"
E01001469,Enfield 008A,E09000010,Enfield,"£45,072","£35,747"
E01001470,Enfield 013B,E09000010,Enfield,"£56,311","£44,672"
E01001471,Enfield 010C,E09000010,Enfield,"£50,251","£39,860"
E01001472,Enfield 010D,E09000010,Enfield,"£49,064","£38,917"
E01001473,Enfield 013C,E09000010,Enfield,"£44,785","£35,519"
E01001474,Enfield 010E,E09000010,Enfield,"£63,492","£50,376"
E01001475,Enfield 013D,E09000010,Enfield,"£61,424","£48,733"
E01001476,Enfield 018A,E09000010,Enfield,"£32,284","£25,617"
E01001477,Enfield 018B,E09000010,Enfield,"£29,242","£23,225"
E01001478,Enfield 016B,E09000010,Enfield,"£34,264","£27,174"
E01001479,Enfield 023A,E09000010,Enfield,"£30,308","£24,063"
E01001480,Enfield 024D,E09000010,Enfield,"£32,560","£25,833"
E01001481,Enfield 018C,E09000010,Enfield,"£31,414","£24,933"
E01001482,Enfield 023B,E09000010,Enfield,"£28,224","£22,424"
E01001483,Enfield 025A,E09000010,Enfield,"£24,790","£19,723"
E01001484,Enfield 016C,E09000010,Enfield,"£33,882","£26,873"
E01001485,Enfield 025B,E09000010,Enfield,"£27,822","£22,107"
E01001486,Enfield 025C,E09000010,Enfield,"£26,214","£20,843"
E01001487,Enfield 023C,E09000010,Enfield,"£27,853","£22,132"
E01001488,Enfield 024E,E09000010,Enfield,"£31,931","£25,339"
E01001489,Enfield 023D,E09000010,Enfield,"£30,059","£23,867"
E01001491,Enfield 023E,E09000010,Enfield,"£28,965","£23,006"
E01001492,Enfield 025E,E09000010,Enfield,"£30,204","£23,981"
E01001493,Enfield 026B,E09000010,Enfield,"£34,574","£27,418"
E01001494,Enfield 026C,E09000010,Enfield,"£41,604","£32,992"
E01001495,Enfield 029A,E09000010,Enfield,"£48,950","£38,827"
E01001496,Enfield 026D,E09000010,Enfield,"£47,855","£37,957"
E01001497,Enfield 031E,E09000010,Enfield,"£35,368","£28,042"
E01001498,Enfield 029B,E09000010,Enfield,"£44,949","£35,649"
E01001499,Enfield 031F,E09000010,Enfield,"£38,361","£30,417"
E01001500,Enfield 035D,E09000010,Enfield,"£45,486","£36,076"
E01001501,Enfield 036E,E09000010,Enfield,"£40,150","£31,838"
E01001502,Enfield 018D,E09000010,Enfield,"£29,596","£23,502"
E01001503,Enfield 018E,E09000010,Enfield,"£31,448","£24,959"
E01001504,Enfield 012B,E09000010,Enfield,"£31,812","£25,245"
E01001505,Enfield 012C,E09000010,Enfield,"£30,127","£23,920"
E01001506,Enfield 014B,E09000010,Enfield,"£27,597","£21,930"
E01001507,Enfield 012D,E09000010,Enfield,"£27,045","£21,496"
E01001508,Enfield 012E,E09000010,Enfield,"£28,800","£22,876"
E01001509,Enfield 014C,E09000010,Enfield,"£27,988","£22,238"
E01001510,Enfield 014D,E09000010,Enfield,"£21,945","£17,485"
E01001511,Enfield 016D,E09000010,Enfield,"£39,776","£31,541"
E01001512,Enfield 015D,E09000010,Enfield,"£40,598","£32,194"
E01001513,Enfield 012F,E09000010,Enfield,"£30,813","£24,459"
E01001514,Enfield 016E,E09000010,Enfield,"£39,205","£31,087"
E01001515,Enfield 015E,E09000010,Enfield,"£27,830","£22,114"
E01001516,Enfield 005D,E09000010,Enfield,"£32,688","£25,934"
E01001517,Enfield 006C,E09000010,Enfield,"£23,268","£18,525"
E01001518,Enfield 016F,E09000010,Enfield,"£44,729","£35,474"
E01001519,Enfield 020D,E09000010,Enfield,"£45,688","£36,236"
E01001520,Enfield 019A,E09000010,Enfield,"£48,479","£38,453"
E01001521,Enfield 028A,E09000010,Enfield,"£60,645","£48,114"
E01001522,Enfield 019B,E09000010,Enfield,"£50,371","£39,955"
E01001523,Enfield 019C,E09000010,Enfield,"£55,518","£44,043"
E01001524,Enfield 019D,E09000010,Enfield,"£45,557","£36,132"
E01001525,Enfield 020E,E09000010,Enfield,"£48,144","£38,186"
E01001526,Enfield 019E,E09000010,Enfield,"£56,476","£44,804"
E01001527,Enfield 036F,E09000010,Enfield,"£52,074","£41,307"
E01001528,Enfield 032B,E09000010,Enfield,"£28,182","£22,391"
E01001529,Enfield 032C,E09000010,Enfield,"£30,822","£24,467"
E01001530,Enfield 032D,E09000010,Enfield,"£44,740","£35,483"
E01001531,Enfield 028B,E09000010,Enfield,"£69,276","£54,969"
E01001532,Enfield 028C,E09000010,Enfield,"£68,846","£54,627"
E01001533,Enfield 028D,E09000010,Enfield,"£68,252","£54,156"
E01001534,Enfield 032E,E09000010,Enfield,"£52,100","£41,328"
E01001535,Enfield 028E,E09000010,Enfield,"£57,107","£45,305"
E01001536,Enfield 008B,E09000010,Enfield,"£53,689","£42,590"
E01001537,Enfield 005E,E09000010,Enfield,"£45,682","£36,231"
E01001538,Enfield 009A,E09000010,Enfield,"£52,467","£41,620"
E01001539,Enfield 009B,E09000010,Enfield,"£49,924","£39,600"
E01001540,Enfield 008C,E09000010,Enfield,"£47,528","£37,697"
E01001541,Enfield 008D,E09000010,Enfield,"£56,927","£45,162"
E01001542,Enfield 008E,E09000010,Enfield,"£36,740","£29,130"
E01001543,Enfield 009C,E09000010,Enfield,"£52,444","£41,601"
E01001544,Enfield 009D,E09000010,Enfield,"£54,380","£43,139"
E01001545,Enfield 002B,E09000010,Enfield,"£26,509","£21,075"
E01001546,Enfield 001C,E09000010,Enfield,"£31,858","£25,282"
E01001547,Enfield 002C,E09000010,Enfield,"£31,455","£24,964"
E01001548,Enfield 002D,E09000010,Enfield,"£30,381","£24,120"
E01001549,Enfield 006D,E09000010,Enfield,"£24,400","£19,416"
E01001550,Enfield 006E,E09000010,Enfield,"£31,341","£24,875"
E01001551,Enfield 002E,E09000010,Enfield,"£28,478","£22,624"
E01001552,Enfield 001D,E09000010,Enfield,"£35,245","£27,946"
E01001553,Enfield 037B,E09000010,Enfield,"£26,745","£21,260"
E01001554,Enfield 037C,E09000010,Enfield,"£23,082","£18,379"
E01001555,Enfield 033C,E09000010,Enfield,"£28,436","£22,590"
E01001556,Enfield 035E,E09000010,Enfield,"£35,124","£27,850"
E01001557,Enfield 033D,E09000010,Enfield,"£30,662","£24,341"
E01001558,Enfield 033E,E09000010,Enfield,"£26,030","£20,698"
E01001559,Enfield 033F,E09000010,Enfield,"£28,396","£22,559"
E01001560,Enfield 035F,E09000010,Enfield,"£31,472","£24,978"
E01001562,Enfield 037D,E09000010,Enfield,"£26,169","£20,807"
E01001563,Enfield 029C,E09000010,Enfield,"£48,926","£38,808"
E01001564,Enfield 022B,E09000010,Enfield,"£63,369","£50,278"
E01001565,Enfield 029D,E09000010,Enfield,"£49,976","£39,641"
E01001566,Enfield 029E,E09000010,Enfield,"£62,585","£49,656"
E01001567,Enfield 022C,E09000010,Enfield,"£66,966","£53,135"
E01001568,Enfield 022D,E09000010,Enfield,"£68,192","£54,108"
E01001569,Enfield 022E,E09000010,Enfield,"£56,786","£45,050"
E01001570,Enfield 026E,E09000010,Enfield,"£45,063","£35,740"
E01032574,Enfield 037E,E09000010,Enfield,"£29,765","£23,636"
E01033146,Enfield 025F,E09000010,Enfield,"£27,238","£21,648"
E01033148,Enfield 003F,E09000010,Enfield,"£32,433","£25,734"
E01033150,Enfield 003G,E09000010,Enfield,"£34,063","£27,016"
E01033151,Enfield 025G,E09000010,Enfield,"£23,896","£19,020"
E01001571,Greenwich 008A,E09000011,Greenwich,"£39,603","£30,491"
E01001572,Greenwich 008B,E09000011,Greenwich,"£40,816","£31,425"
E01001573,Greenwich 008C,E09000011,Greenwich,"£38,919","£29,965"
E01001574,Greenwich 008D,E09000011,Greenwich,"£29,732","£22,896"
E01001575,Greenwich 003A,E09000011,Greenwich,"£30,574","£23,544"
E01001576,Greenwich 003B,E09000011,Greenwich,"£30,391","£23,403"
E01001577,Greenwich 003C,E09000011,Greenwich,"£30,462","£23,458"
E01001578,Greenwich 003D,E09000011,Greenwich,"£35,361","£27,227"
E01001579,Greenwich 003E,E09000011,Greenwich,"£32,659","£25,148"
E01001580,Greenwich 021A,E09000011,Greenwich,"£76,756","£59,099"
E01001581,Greenwich 016A,E09000011,Greenwich,"£55,585","£42,797"
E01001582,Greenwich 021B,E09000011,Greenwich,"£55,375","£42,636"
E01001583,Greenwich 021C,E09000011,Greenwich,"£75,059","£57,793"
E01001584,Greenwich 021D,E09000011,Greenwich,"£82,184","£63,279"
E01001585,Greenwich 016B,E09000011,Greenwich,"£71,581","£55,115"
E01001586,Greenwich 016C,E09000011,Greenwich,"£55,629","£42,832"
E01001587,Greenwich 016D,E09000011,Greenwich,"£68,375","£52,646"
E01001588,Greenwich 012A,E09000011,Greenwich,"£36,900","£28,411"
E01001589,Greenwich 012B,E09000011,Greenwich,"£37,763","£29,076"
E01001590,Greenwich 014A,E09000011,Greenwich,"£50,753","£39,077"
E01001591,Greenwich 012C,E09000011,Greenwich,"£33,419","£25,733"
E01001592,Greenwich 014B,E09000011,Greenwich,"£59,814","£46,054"
E01001593,Greenwich 014C,E09000011,Greenwich,"£66,402","£51,127"
E01001594,Greenwich 014D,E09000011,Greenwich,"£33,405","£25,723"
E01001595,Greenwich 012D,E09000011,Greenwich,"£35,076","£27,008"
E01001596,Greenwich 032A,E09000011,Greenwich,"£61,258","£47,166"
E01001597,Greenwich 031A,E09000011,Greenwich,"£52,970","£40,784"
E01001598,Greenwich 031B,E09000011,Greenwich,"£55,047","£42,384"
E01001599,Greenwich 032B,E09000011,Greenwich,"£47,201","£36,342"
E01001600,Greenwich 032C,E09000011,Greenwich,"£50,082","£38,560"
E01001601,Greenwich 032D,E09000011,Greenwich,"£56,618","£43,593"
E01001602,Greenwich 031C,E09000011,Greenwich,"£36,043","£27,752"
E01001603,Greenwich 031D,E09000011,Greenwich,"£33,425","£25,738"
E01001604,Greenwich 027A,E09000011,Greenwich,"£65,401","£50,356"
E01001605,Greenwich 023A,E09000011,Greenwich,"£61,071","£47,022"
E01001606,Greenwich 023B,E09000011,Greenwich,"£60,032","£46,222"
E01001607,Greenwich 027B,E09000011,Greenwich,"£51,585","£39,718"
E01001608,Greenwich 027C,E09000011,Greenwich,"£73,464","£56,564"
E01001609,Greenwich 027D,E09000011,Greenwich,"£51,321","£39,514"
