Lower Super Output Area,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01001610,Greenwich 023C,E09000011,Greenwich,"£50,240","£38,682"
E01001611,Greenwich 023D,E09000011,Greenwich,"£45,281","£34,863"
E01001613,Greenwich 028A,E09000011,Greenwich,"£43,256","£33,304"
E01001614,Greenwich 028B,E09000011,Greenwich,"£68,859","£53,018"
E01001615,Greenwich 028C,E09000011,Greenwich,"£48,574","£37,399"
E01001617,Greenwich 028D,E09000011,Greenwich,"£52,430","£40,368"
E01001618,Greenwich 030C,E09000011,Greenwich,"£39,549","£30,450"
E01001619,Greenwich 030D,E09000011,Greenwich,"£49,514","£38,123"
E01001620,Greenwich 025A,E09000011,Greenwich,"£34,539","£26,595"
E01001621,Greenwich 025B,E09000011,Greenwich,"£38,492","£29,637"
E01001623,Greenwich 025C,E09000011,Greenwich,"£39,247","£30,217"
E01001624,Greenwich 025D,E09000011,Greenwich,"£41,940","£32,291"
E01001625,Greenwich 025E,E09000011,Greenwich,"£32,432","£24,973"
E01001629,Greenwich 009A,E09000011,Greenwich,"£30,527","£23,508"
E01001631,Greenwich 007B,E09000011,Greenwich,"£28,619","£22,040"
E01001632,Greenwich 007C,E09000011,Greenwich,"£35,650","£27,450"
E01001633,Greenwich 009B,E09000011,Greenwich,"£31,324","£24,121"
E01001634,Greenwich 009C,E09000011,Greenwich,"£29,055","£22,375"
E01001635,Greenwich 007D,E09000011,Greenwich,"£37,946","£29,217"
E01001636,Greenwich 007E,E09000011,Greenwich,"£35,244","£27,137"
E01001637,Greenwich 009D,E09000011,Greenwich,"£34,760","£26,765"
E01001638,Greenwich 038A,E09000011,Greenwich,"£34,715","£26,730"
E01001640,Greenwich 035A,E09000011,Greenwich,"£33,591","£25,865"
E01001641,Greenwich 038B,E09000011,Greenwich,"£63,036","£48,535"
E01001642,Greenwich 038C,E09000011,Greenwich,"£85,831","£66,088"
E01001644,Greenwich 038D,E09000011,Greenwich,"£61,235","£47,148"
E01001645,Greenwich 022A,E09000011,Greenwich,"£38,686","£29,786"
E01001646,Greenwich 019A,E09000011,Greenwich,"£39,425","£30,354"
E01001647,Greenwich 022B,E09000011,Greenwich,"£47,980","£36,941"
E01001648,Greenwich 022C,E09000011,Greenwich,"£51,145","£39,379"
E01001649,Greenwich 022D,E09000011,Greenwich,"£36,871","£28,389"
E01001650,Greenwich 019B,E09000011,Greenwich,"£35,185","£27,091"
E01001651,Greenwich 019C,E09000011,Greenwich,"£33,361","£25,688"
E01001652,Greenwich 019D,E09000011,Greenwich,"£53,487","£41,182"
E01001653,Greenwich 029A,E09000011,Greenwich,"£32,066","£24,692"
E01001654,Greenwich 029B,E09000011,Greenwich,"£33,760","£25,995"
E01001655,Greenwich 029C,E09000011,Greenwich,"£31,359","£24,148"
E01001656,Greenwich 034A,E09000011,Greenwich,"£57,825","£44,523"
E01001657,Greenwich 034B,E09000011,Greenwich,"£71,620","£55,145"
E01001658,Greenwich 034C,E09000011,Greenwich,"£48,132","£37,058"
E01001659,Greenwich 034D,E09000011,Greenwich,"£53,476","£41,173"
E01001660,Greenwich 029D,E09000011,Greenwich,"£35,990","£27,711"
E01001661,Greenwich 029E,E09000011,Greenwich,"£37,281","£28,705"
E01001662,Greenwich 037A,E09000011,Greenwich,"£64,894","£49,966"
E01001664,Greenwich 037B,E09000011,Greenwich,"£62,083","£47,801"
E01001665,Greenwich 037C,E09000011,Greenwich,"£58,478","£45,025"
E01001666,Greenwich 036A,E09000011,Greenwich,"£40,799","£31,412"
E01001667,Greenwich 036B,E09000011,Greenwich,"£32,918","£25,347"
E01001668,Greenwich 036C,E09000011,Greenwich,"£41,985","£32,326"
E01001669,Greenwich 033A,E09000011,Greenwich,"£34,659","£26,687"
E01001671,Greenwich 033B,E09000011,Greenwich,"£37,679","£29,011"
E01001672,Greenwich 006A,E09000011,Greenwich,"£33,110","£25,495"
E01001673,Greenwich 006B,E09000011,Greenwich,"£28,458","£21,915"
E01001674,Greenwich 006C,E09000011,Greenwich,"£36,032","£27,743"
E01001675,Greenwich 006D,E09000011,Greenwich,"£34,137","£26,285"
E01001676,Greenwich 033C,E09000011,Greenwich,"£31,614","£24,344"
E01001677,Greenwich 006E,E09000011,Greenwich,"£36,773","£28,314"
E01001678,Greenwich 017A,E09000011,Greenwich,"£43,840","£33,754"
E01001679,Greenwich 020A,E09000011,Greenwich,"£52,670","£40,553"
E01001680,Greenwich 020B,E09000011,Greenwich,"£64,495","£49,659"
E01001681,Greenwich 020C,E09000011,Greenwich,"£48,674","£37,476"
E01001682,Greenwich 020D,E09000011,Greenwich,"£55,949","£43,078"
E01001683,Greenwich 017B,E09000011,Greenwich,"£39,748","£30,603"
E01001684,Greenwich 017C,E09000011,Greenwich,"£37,749","£29,065"
E01001685,Greenwich 017D,E09000011,Greenwich,"£38,759","£29,842"
E01001686,Greenwich 020E,E09000011,Greenwich,"£39,327","£30,279"
E01001687,Greenwich 002A,E09000011,Greenwich,"£34,237","£26,362"
E01001688,Greenwich 002B,E09000011,Greenwich,"£37,836","£29,131"
E01001690,Greenwich 001A,E09000011,Greenwich,"£32,626","£25,123"
E01001692,Greenwich 001B,E09000011,Greenwich,"£31,262","£24,073"
E01001693,Greenwich 001C,E09000011,Greenwich,"£30,513","£23,497"
E01001694,Greenwich 001D,E09000011,Greenwich,"£36,088","£27,787"
E01001695,Greenwich 011A,E09000011,Greenwich,"£28,912","£22,265"
E01001696,Greenwich 011B,E09000011,Greenwich,"£26,333","£20,280"
E01001697,Greenwich 011C,E09000011,Greenwich,"£32,611","£25,111"
E01001698,Greenwich 015A,E09000011,Greenwich,"£31,044","£23,906"
E01001699,Greenwich 015B,E09000011,Greenwich,"£33,537","£25,824"
E01001700,Greenwich 011D,E09000011,Greenwich,"£33,653","£25,913"
E01001701,Greenwich 015C,E09000011,Greenwich,"£42,343","£32,601"
E01001702,Greenwich 015D,E09000011,Greenwich,"£30,549","£23,525"
E01001703,Greenwich 011E,E09000011,Greenwich,"£26,769","£20,616"
E01001704,Greenwich 011F,E09000011,Greenwich,"£39,606","£30,493"
E01001705,Greenwich 005A,E09000011,Greenwich,"£29,233","£22,512"
E01001706,Greenwich 005B,E09000011,Greenwich,"£31,480","£24,241"
E01001708,Greenwich 005C,E09000011,Greenwich,"£46,249","£35,609"
E01001709,Greenwich 004B,E09000011,Greenwich,"£31,735","£24,437"
E01001710,Greenwich 005D,E09000011,Greenwich,"£26,331","£20,279"
E01001711,Greenwich 004C,E09000011,Greenwich,"£37,220","£28,658"
E01001712,Greenwich 004D,E09000011,Greenwich,"£32,362","£24,920"
E01001713,Greenwich 005E,E09000011,Greenwich,"£28,880","£22,240"
E01032567,Greenwich 033D,E09000011,Greenwich,"£40,365","£31,078"
E01033726,Greenwich 034E,E09000011,Greenwich,"£34,760","£26,765"
E01033727,Greenwich 035B,E09000011,Greenwich,"£38,515","£29,654"
E01033728,Greenwich 035C,E09000011,Greenwich,"£66,369","£51,102"
E01033729,Greenwich 030E,E09000011,Greenwich,"£31,625","£24,352"
E01033730,Greenwich 035D,E09000011,Greenwich,"£51,100","£39,344"
E01033731,Greenwich 004E,E09000011,Greenwich,"£50,277","£38,710"
E01033732,Greenwich 036D,E09000011,Greenwich,"£49,986","£38,487"
E01033733,Greenwich 036E,E09000011,Greenwich,"£66,873","£51,489"
E01033734,Greenwich 004F,E09000011,Greenwich,"£50,305","£38,732"
E01033735,Greenwich 004G,E09000011,Greenwich,"£33,319","£25,656"
E01033736,Greenwich 004H,E09000011,Greenwich,"£64,559","£49,707"
E01033737,Greenwich 004I,E09000011,Greenwich,"£30,832","£23,742"
E01033738,Greenwich 037D,E09000011,Greenwich,"£49,670","£38,243"
E01033739,Greenwich 002E,E09000011,Greenwich,"£38,039","£29,288"
E01033740,Greenwich 002F,E09000011,Greenwich,"£42,743","£32,909"
E01033741,Greenwich 002G,E09000011,Greenwich,"£40,371","£31,083"
E01033742,Greenwich 007F,E09000011,Greenwich,"£48,387","£37,255"
E01033743,Greenwich 002H,E09000011,Greenwich,"£39,272","£30,237"
E01033744,Greenwich 007G,E09000011,Greenwich,"£35,936","£27,670"
E01033745,Greenwich 002I,E09000011,Greenwich,"£40,849","£31,450"
E01033746,Greenwich 038E,E09000011,Greenwich,"£64,135","£49,381"
E01001714,Hackney 002A,E09000012,Hackney,"£32,103","£25,992"
E01001715,Hackney 007A,E09000012,Hackney,"£54,586","£44,118"
E01001716,Hackney 007B,E09000012,Hackney,"£36,977","£29,877"
E01001717,Hackney 007C,E09000012,Hackney,"£50,050","£40,448"
E01001718,Hackney 007D,E09000012,Hackney,"£63,800","£51,575"
E01001719,Hackney 007E,E09000012,Hackney,"£35,310","£28,548"
E01001720,Hackney 007F,E09000012,Hackney,"£62,980","£50,911"
E01001722,Hackney 029A,E09000012,Hackney,"£34,402","£27,825"
E01001723,Hackney 006A,E09000012,Hackney,"£50,735","£41,002"
E01001724,Hackney 006B,E09000012,Hackney,"£44,067","£35,605"
E01001725,Hackney 004A,E09000012,Hackney,"£45,068","£36,415"
E01001726,Hackney 004B,E09000012,Hackney,"£31,865","£25,802"
E01001727,Hackney 006C,E09000012,Hackney,"£51,902","£41,946"
E01001728,Hackney 029B,E09000012,Hackney,"£36,197","£29,256"
E01001729,Hackney 019A,E09000012,Hackney,"£29,303","£23,760"
E01001730,Hackney 019B,E09000012,Hackney,"£27,966","£22,693"
E01001731,Hackney 017A,E09000012,Hackney,"£34,018","£27,518"
E01001732,Hackney 019C,E09000012,Hackney,"£28,386","£23,028"
E01001733,Hackney 015A,E09000012,Hackney,"£42,268","£34,150"
E01001734,Hackney 017B,E09000012,Hackney,"£37,231","£30,080"
E01001735,Hackney 019D,E09000012,Hackney,"£38,346","£30,975"
E01001736,Hackney 012A,E09000012,Hackney,"£56,446","£45,623"
E01001737,Hackney 012B,E09000012,Hackney,"£63,175","£51,069"
E01001738,Hackney 012C,E09000012,Hackney,"£54,143","£43,760"
E01001739,Hackney 012D,E09000012,Hackney,"£60,421","£48,840"
E01001740,Hackney 014A,E09000012,Hackney,"£31,293","£25,346"
E01001741,Hackney 009A,E09000012,Hackney,"£67,264","£54,378"
E01001742,Hackney 008A,E09000012,Hackney,"£43,727","£35,330"
E01001744,Hackney 021B,E09000012,Hackney,"£40,735","£32,908"
E01001745,Hackney 016A,E09000012,Hackney,"£32,725","£26,487"
E01001746,Hackney 016B,E09000012,Hackney,"£31,014","£25,124"
E01001747,Hackney 014B,E09000012,Hackney,"£43,073","£34,800"
E01001748,Hackney 020A,E09000012,Hackney,"£43,470","£35,122"
E01001749,Hackney 020B,E09000012,Hackney,"£56,687","£45,818"
E01001750,Hackney 021C,E09000012,Hackney,"£44,880","£36,264"
E01001751,Hackney 021D,E09000012,Hackney,"£80,912","£65,423"
E01001752,Hackney 025A,E09000012,Hackney,"£49,006","£39,603"
E01001753,Hackney 025B,E09000012,Hackney,"£30,629","£24,817"
E01001754,Hackney 025C,E09000012,Hackney,"£36,664","£29,628"
E01001755,Hackney 025D,E09000012,Hackney,"£32,702","£26,469"
E01001756,Hackney 021E,E09000012,Hackney,"£55,962","£45,231"
E01001757,Hackney 016C,E09000012,Hackney,"£30,539","£24,745"
E01001758,Hackney 016D,E09000012,Hackney,"£32,622","£26,405"
E01001759,Hackney 016E,E09000012,Hackney,"£37,396","£30,212"
E01001760,Hackney 017C,E09000012,Hackney,"£36,317","£29,351"
E01001761,Hackney 016F,E09000012,Hackney,"£34,661","£28,031"
E01001762,Hackney 017D,E09000012,Hackney,"£43,690","£35,300"
E01001763,Hackney 020C,E09000012,Hackney,"£43,215","£34,916"
E01001764,Hackney 010A,E09000012,Hackney,"£37,717","£30,468"
E01001765,Hackney 010B,E09000012,Hackney,"£28,077","£22,782"
E01001767,Hackney 010D,E09000012,Hackney,"£41,595","£33,605"
E01001768,Hackney 006D,E09000012,Hackney,"£49,415","£39,934"
E01001769,Hackney 006E,E09000012,Hackney,"£47,800","£38,627"
E01001770,Hackney 010E,E09000012,Hackney,"£31,997","£25,907"
E01001772,Hackney 024A,E09000012,Hackney,"£28,755","£23,322"
E01001773,Hackney 025E,E09000012,Hackney,"£34,393","£27,817"
E01001774,Hackney 024B,E09000012,Hackney,"£37,147","£30,013"
E01001775,Hackney 024C,E09000012,Hackney,"£29,838","£24,186"
E01001776,Hackney 025F,E09000012,Hackney,"£29,431","£23,861"
E01001777,Hackney 027B,E09000012,Hackney,"£34,459","£27,870"
E01001779,Hackney 026A,E09000012,Hackney,"£36,204","£29,262"
E01001780,Hackney 027D,E09000012,Hackney,"£34,870","£28,197"
E01001781,Hackney 026B,E09000012,Hackney,"£27,691","£22,474"
E01001782,Hackney 026C,E09000012,Hackney,"£49,492","£39,996"
E01001783,Hackney 026D,E09000012,Hackney,"£29,561","£23,965"
E01001784,Hackney 027E,E09000012,Hackney,"£32,734","£26,494"
E01001785,Hackney 015B,E09000012,Hackney,"£36,957","£29,862"
E01001786,Hackney 013A,E09000012,Hackney,"£29,344","£23,792"
E01001787,Hackney 013B,E09000012,Hackney,"£27,439","£22,273"
E01001788,Hackney 013C,E09000012,Hackney,"£28,896","£23,435"
E01001789,Hackney 015C,E09000012,Hackney,"£43,375","£35,046"
E01001790,Hackney 013D,E09000012,Hackney,"£28,106","£22,805"
E01001791,Hackney 015D,E09000012,Hackney,"£34,921","£28,238"
E01001792,Hackney 011A,E09000012,Hackney,"£40,559","£32,767"
E01001793,Hackney 011B,E09000012,Hackney,"£42,613","£34,429"
E01001794,Hackney 011C,E09000012,Hackney,"£49,704","£40,167"
E01001795,Hackney 011D,E09000012,Hackney,"£45,249","£36,561"
E01001796,Hackney 011E,E09000012,Hackney,"£37,092","£29,969"
E01001798,Hackney 028A,E09000012,Hackney,"£30,690","£24,865"
E01001799,Hackney 003A,E09000012,Hackney,"£51,426","£41,561"
E01001800,Hackney 004C,E09000012,Hackney,"£33,116","£26,799"
E01001801,Hackney 008B,E09000012,Hackney,"£40,916","£33,056"
E01001802,Hackney 003B,E09000012,Hackney,"£37,280","£30,119"
E01001803,Hackney 008C,E09000012,Hackney,"£58,259","£47,091"
E01001804,Hackney 003C,E09000012,Hackney,"£46,895","£37,894"
E01001805,Hackney 009B,E09000012,Hackney,"£52,676","£42,572"
E01001806,Hackney 008D,E09000012,Hackney,"£45,524","£36,785"
E01001807,Hackney 003D,E09000012,Hackney,"£39,664","£32,042"
E01001808,Hackney 001A,E09000012,Hackney,"£45,004","£36,364"
E01001809,Hackney 001B,E09000012,Hackney,"£41,919","£33,867"
E01001811,Hackney 002D,E09000012,Hackney,"£26,507","£21,530"
E01001812,Hackney 003E,E09000012,Hackney,"£39,107","£31,591"
E01001813,Hackney 002E,E09000012,Hackney,"£26,073","£21,184"
E01001814,Hackney 001C,E09000012,Hackney,"£40,803","£32,964"
E01001815,Hackney 024D,E09000012,Hackney,"£32,286","£26,138"
E01001816,Hackney 020D,E09000012,Hackney,"£47,390","£38,295"
E01001819,Hackney 020E,E09000012,Hackney,"£54,554","£44,092"
E01001820,Hackney 024E,E09000012,Hackney,"£33,488","£27,096"
E01001821,Hackney 024F,E09000012,Hackney,"£30,217","£24,488"
E01001822,Hackney 029C,E09000012,Hackney,"£30,213","£24,485"
E01001823,Hackney 001D,E09000012,Hackney,"£40,170","£32,452"
E01001824,Hackney 004D,E09000012,Hackney,"£33,436","£27,054"
E01001825,Hackney 001E,E09000012,Hackney,"£49,614","£40,095"
E01001826,Hackney 004E,E09000012,Hackney,"£35,073","£28,359"
E01001827,Hackney 029D,E09000012,Hackney,"£32,348","£26,187"
E01001828,Hackney 028B,E09000012,Hackney,"£31,299","£25,351"
E01001829,Hackney 009C,E09000012,Hackney,"£71,347","£57,683"
E01001830,Hackney 014C,E09000012,Hackney,"£35,006","£28,306"
E01001831,Hackney 009D,E09000012,Hackney,"£48,529","£39,216"
E01001832,Hackney 009E,E09000012,Hackney,"£47,935","£38,736"
E01001833,Hackney 014D,E09000012,Hackney,"£40,747","£32,918"
E01001834,Hackney 014E,E09000012,Hackney,"£46,737","£37,766"
E01001835,Hackney 014F,E09000012,Hackney,"£57,176","£46,214"
E01001836,Hackney 022A,E09000012,Hackney,"£44,368","£35,849"
E01001837,Hackney 023B,E09000012,Hackney,"£61,976","£50,099"
E01001838,Hackney 019E,E09000012,Hackney,"£26,860","£21,812"
E01001839,Hackney 023C,E09000012,Hackney,"£39,746","£32,109"
E01001840,Hackney 022B,E09000012,Hackney,"£32,663","£26,438"
E01001841,Hackney 022C,E09000012,Hackney,"£44,879","£36,262"
E01001842,Hackney 023D,E09000012,Hackney,"£34,891","£28,214"
E01001843,Hackney 023E,E09000012,Hackney,"£48,926","£39,538"
E01001844,Hackney 022D,E09000012,Hackney,"£50,505","£40,816"
E01001845,Hackney 022E,E09000012,Hackney,"£31,426","£25,452"
E01001846,Hackney 018A,E09000012,Hackney,"£32,377","£26,210"
E01001847,Hackney 018B,E09000012,Hackney,"£31,644","£25,625"
E01001848,Hackney 018C,E09000012,Hackney,"£35,905","£29,023"
E01001849,Hackney 018D,E09000012,Hackney,"£35,099","£28,381"
E01001850,Hackney 019F,E09000012,Hackney,"£27,252","£22,124"
E01033698,Hackney 021F,E09000012,Hackney,"£31,649","£25,630"
E01033699,Hackney 021G,E09000012,Hackney,"£42,997","£34,740"
E01033700,Hackney 021H,E09000012,Hackney,"£47,563","£38,434"
E01033701,Hackney 002F,E09000012,Hackney,"£26,621","£21,621"
E01033702,Hackney 028C,E09000012,Hackney,"£33,920","£27,441"
E01033703,Hackney 010F,E09000012,Hackney,"£33,368","£27,000"
E01033704,Hackney 023F,E09000012,Hackney,"£53,118","£42,930"
E01033705,Hackney 028D,E09000012,Hackney,"£34,055","£27,548"
E01033706,Hackney 027F,E09000012,Hackney,"£59,167","£47,826"
E01033707,Hackney 021I,E09000012,Hackney,"£36,485","£29,485"
E01033708,Hackney 027G,E09000012,Hackney,"£67,564","£54,621"
E01033709,Hackney 027H,E09000012,Hackney,"£41,339","£33,398"
E01033710,Hackney 028E,E09000012,Hackney,"£35,600","£28,780"
E01033711,Hackney 027I,E09000012,Hackney,"£48,804","£39,439"
E01033712,Hackney 023G,E09000012,Hackney,"£37,691","£30,447"
E01033713,Hackney 010G,E09000012,Hackney,"£36,756","£29,701"
E01001851,Hammersmith and Fulham 010A,E09000013,Hammersmith and Fulham,"£82,506","£62,626"
E01001852,Hammersmith and Fulham 007A,E09000013,Hammersmith and Fulham,"£55,246","£41,949"
E01001853,Hammersmith and Fulham 007B,E09000013,Hammersmith and Fulham,"£64,332","£48,841"
E01001854,Hammersmith and Fulham 007C,E09000013,Hammersmith and Fulham,"£47,613","£36,158"
E01001855,Hammersmith and Fulham 010B,E09000013,Hammersmith and Fulham,"£61,905","£47,000"
E01001856,Hammersmith and Fulham 010C,E09000013,Hammersmith and Fulham,"£46,966","£35,666"
E01001857,Hammersmith and Fulham 007D,E09000013,Hammersmith and Fulham,"£33,576","£25,478"
E01001858,Hammersmith and Fulham 006A,E09000013,Hammersmith and Fulham,"£42,419","£32,206"
E01001859,Hammersmith and Fulham 008A,E09000013,Hammersmith and Fulham,"£42,894","£32,568"
E01001860,Hammersmith and Fulham 006B,E09000013,Hammersmith and Fulham,"£36,934","£28,033"
E01001861,Hammersmith and Fulham 006C,E09000013,Hammersmith and Fulham,"£42,712","£32,429"
E01001862,Hammersmith and Fulham 005A,E09000013,Hammersmith and Fulham,"£41,548","£31,544"
E01001863,Hammersmith and Fulham 006D,E09000013,Hammersmith and Fulham,"£54,941","£41,718"
E01001864,Hammersmith and Fulham 006E,E09000013,Hammersmith and Fulham,"£47,890","£36,369"
E01001865,Hammersmith and Fulham 008B,E09000013,Hammersmith and Fulham,"£58,875","£44,702"
E01001866,Hammersmith and Fulham 012A,E09000013,Hammersmith and Fulham,"£61,228","£46,487"
E01001867,Hammersmith and Fulham 012B,E09000013,Hammersmith and Fulham,"£49,091","£37,281"
E01001868,Hammersmith and Fulham 012C,E09000013,Hammersmith and Fulham,"£34,177","£25,936"
E01001869,Hammersmith and Fulham 010D,E09000013,Hammersmith and Fulham,"£90,272","£68,517"
E01001870,Hammersmith and Fulham 012D,E09000013,Hammersmith and Fulham,"£48,134","£36,555"
E01001871,Hammersmith and Fulham 012E,E09000013,Hammersmith and Fulham,"£62,801","£47,680"
E01001872,Hammersmith and Fulham 012F,E09000013,Hammersmith and Fulham,"£57,470","£43,636"
E01001873,Hammersmith and Fulham 010E,E09000013,Hammersmith and Fulham,"£46,441","£35,267"
E01001874,Hammersmith and Fulham 001A,E09000013,Hammersmith and Fulham,"£38,584","£29,289"
E01001875,Hammersmith and Fulham 001B,E09000013,Hammersmith and Fulham,"£33,879","£25,708"
E01001876,Hammersmith and Fulham 001C,E09000013,Hammersmith and Fulham,"£34,194","£25,948"
E01001877,Hammersmith and Fulham 001D,E09000013,Hammersmith and Fulham,"£37,387","£28,378"
E01001878,Hammersmith and Fulham 001E,E09000013,Hammersmith and Fulham,"£34,743","£26,366"
E01001879,Hammersmith and Fulham 019A,E09000013,Hammersmith and Fulham,"£46,524","£35,330"
E01001880,Hammersmith and Fulham 017A,E09000013,Hammersmith and Fulham,"£48,413","£36,767"
E01001881,Hammersmith and Fulham 017B,E09000013,Hammersmith and Fulham,"£68,743","£52,187"
E01001882,Hammersmith and Fulham 017C,E09000013,Hammersmith and Fulham,"£69,155","£52,500"
E01001883,Hammersmith and Fulham 017D,E09000013,Hammersmith and Fulham,"£45,707","£34,708"
